"uniqueid","p1","p2","p3","p4","p5"
20073805,0.318,0.284,0.07,0.198,0.13
20073804,0.408,0.238,0.036,0.216,0.102
20073799,0.422,0.274,0.016,0.198,0.09
20073762,0.404,0.24,0.064,0.176,0.116
20073756,0.368,0.166,0.02,0.374,0.072
20073748,0.324,0.296,0.092,0.056,0.232
20073741,0.342,0.284,0.036,0.232,0.106
20073740,0.302,0.334,0.064,0.114,0.186
20073731,0.442,0.206,0.018,0.234,0.1
20073729,0.344,0.312,0.086,0.122,0.136
20073708,0.374,0.2,0.026,0.33,0.07
20073706,0.418,0.276,0.032,0.196,0.078
20073705,0.35,0.304,0.058,0.15,0.138
20073702,0.424,0.23,0.026,0.256,0.064
20073697,0.434,0.276,0.044,0.14,0.106
20073696,0.462,0.202,0.022,0.238,0.076
20073690,0.416,0.256,0.038,0.186,0.104
20073686,0.43,0.262,0.034,0.17,0.104
20073685,0.38,0.314,0.052,0.102,0.152
20073683,0.436,0.258,0.042,0.142,0.122
20073679,0.306,0.34,0.09,0.08,0.184
20073677,0.442,0.244,0.016,0.204,0.094
20073676,0.404,0.284,0.066,0.114,0.132
20073670,0.438,0.172,0.014,0.312,0.064
20073668,0.356,0.26,0.076,0.194,0.114
20073666,0.406,0.236,0.02,0.254,0.084
20073665,0.342,0.266,0.04,0.248,0.104
20073663,0.436,0.148,0.012,0.36,0.044
20073629,0.47,0.2,0.022,0.25,0.058
20073625,0.404,0.208,0.018,0.298,0.072
20073613,0.288,0.352,0.06,0.086,0.214
20073611,0.412,0.282,0.044,0.122,0.14
20073607,0.406,0.248,0.04,0.206,0.1
20073606,0.322,0.336,0.052,0.104,0.186
20073605,0.402,0.296,0.042,0.136,0.124
20073603,0.456,0.204,0.016,0.234,0.09
20073597,0.406,0.272,0.07,0.132,0.12
20073596,0.458,0.168,0.012,0.298,0.064
20073592,0.428,0.286,0.05,0.102,0.134
20073589,0.372,0.22,0.094,0.188,0.126
20073587,0.484,0.158,0.01,0.276,0.072
20073585,0.334,0.318,0.08,0.076,0.192
20073581,0.342,0.288,0.048,0.14,0.182
20073573,0.302,0.362,0.06,0.138,0.138
20073570,0.39,0.336,0.038,0.136,0.1
20073568,0.386,0.23,0.048,0.196,0.14
20073565,0.502,0.194,0.016,0.21,0.078
20073557,0.38,0.292,0.038,0.19,0.1
20073549,0.33,0.322,0.084,0.074,0.19
20073540,0.452,0.264,0.044,0.12,0.12
20073535,0.424,0.276,0.03,0.188,0.082
20073533,0.498,0.192,0.02,0.202,0.088
20073531,0.458,0.204,0.018,0.234,0.086
20073526,0.444,0.266,0.03,0.132,0.128
20073525,0.336,0.282,0.07,0.138,0.174
20073515,0.416,0.218,0.008,0.29,0.068
20073511,0.414,0.176,0.024,0.324,0.062
20073506,0.278,0.358,0.096,0.122,0.146
20073505,0.394,0.112,0,0.452,0.042
20073502,0.318,0.248,0.102,0.156,0.176
20073498,0.388,0.192,0.014,0.338,0.068
20073493,0.476,0.268,0.03,0.138,0.088
20073490,0.388,0.282,0.05,0.166,0.114
20073489,0.392,0.218,0.026,0.222,0.142
20073483,0.322,0.298,0.062,0.138,0.18
20073478,0.378,0.232,0.044,0.22,0.126
20073465,0.332,0.216,0.054,0.272,0.126
20073462,0.362,0.288,0.04,0.168,0.142
20073456,0.43,0.258,0.026,0.196,0.09
20073455,0.398,0.192,0.02,0.312,0.078
20073453,0.372,0.31,0.03,0.158,0.13
20073451,0.406,0.282,0.024,0.206,0.082
20073442,0.4,0.272,0.022,0.24,0.066
20073439,0.296,0.378,0.062,0.088,0.176
20073438,0.376,0.15,0.022,0.368,0.084
20073432,0.416,0.23,0.02,0.242,0.092
20073430,0.438,0.218,0.014,0.242,0.088
20073429,0.484,0.26,0.028,0.142,0.086
20073422,0.47,0.208,0.012,0.242,0.068
20073414,0.466,0.29,0.018,0.164,0.062
20073408,0.352,0.346,0.056,0.138,0.108
20073405,0.406,0.306,0.04,0.13,0.118
20073398,0.47,0.22,0.01,0.24,0.06
20073393,0.382,0.23,0.052,0.206,0.13
20073388,0.396,0.334,0.042,0.124,0.104
20073387,0.354,0.3,0.054,0.174,0.118
20073386,0.348,0.33,0.084,0.088,0.15
20073360,0.448,0.192,0.016,0.296,0.048
20073352,0.404,0.258,0.044,0.188,0.106
20073345,0.338,0.314,0.066,0.088,0.194
20073342,0.336,0.32,0.082,0.086,0.176
20073340,0.474,0.236,0.012,0.23,0.048
20073338,0.41,0.292,0.034,0.18,0.084
20073334,0.472,0.218,0.018,0.206,0.086
20073317,0.404,0.204,0.012,0.314,0.066
20073309,0.38,0.288,0.036,0.206,0.09
20073306,0.442,0.204,0.028,0.264,0.062
20073305,0.468,0.162,0.004,0.334,0.032
20073304,0.386,0.268,0.024,0.212,0.11
20073295,0.394,0.162,0.02,0.342,0.082
20073293,0.316,0.28,0.112,0.112,0.18
20073290,0.444,0.194,0.014,0.26,0.088
20073281,0.366,0.306,0.052,0.118,0.158
20073272,0.406,0.254,0.016,0.22,0.104
20073265,0.51,0.196,0.01,0.214,0.07
20073246,0.302,0.39,0.048,0.096,0.164
20073235,0.39,0.162,0.022,0.372,0.054
20073227,0.462,0.22,0.004,0.254,0.06
20073220,0.398,0.236,0.03,0.212,0.124
20073219,0.352,0.256,0.07,0.154,0.168
20073199,0.434,0.212,0.03,0.244,0.08
20073193,0.418,0.278,0.008,0.228,0.068
20073185,0.392,0.272,0.032,0.224,0.08
20073175,0.42,0.228,0.044,0.228,0.08
20073173,0.424,0.244,0.034,0.174,0.124
20073172,0.438,0.214,0.032,0.224,0.092
20073167,0.398,0.252,0.034,0.22,0.096
20073162,0.474,0.206,0.024,0.236,0.06
20073157,0.472,0.22,0.022,0.212,0.074
20073153,0.396,0.256,0.024,0.23,0.094
20073148,0.332,0.304,0.066,0.168,0.13
20073140,0.4,0.13,0,0.418,0.052
20073137,0.326,0.362,0.06,0.124,0.128
20073133,0.272,0.292,0.112,0.12,0.204
20073132,0.318,0.324,0.09,0.084,0.184
20073116,0.456,0.198,0.012,0.272,0.062
20073101,0.328,0.328,0.068,0.132,0.144
20073093,0.392,0.326,0.036,0.114,0.132
20073090,0.38,0.282,0.042,0.174,0.122
20073085,0.402,0.242,0.038,0.198,0.12
20073084,0.388,0.312,0.038,0.142,0.12
20073083,0.438,0.21,0.01,0.284,0.058
20073078,0.41,0.28,0.042,0.178,0.09
20073074,0.436,0.244,0.01,0.234,0.076
20073068,0.356,0.312,0.042,0.184,0.106
20073064,0.438,0.228,0.018,0.248,0.068
20073046,0.422,0.21,0.022,0.266,0.08
20073045,0.358,0.274,0.056,0.196,0.116
20073044,0.38,0.328,0.054,0.122,0.116
20073043,0.444,0.222,0.022,0.242,0.07
20073042,0.42,0.276,0.016,0.194,0.094
20073036,0.376,0.238,0.05,0.226,0.11
20073018,0.348,0.356,0.058,0.108,0.13
20073000,0.358,0.308,0.078,0.094,0.162
20072999,0.274,0.32,0.096,0.068,0.242
20072993,0.44,0.244,0.03,0.178,0.108
20072987,0.37,0.252,0.05,0.172,0.156
20072984,0.44,0.238,0.016,0.214,0.092
20072972,0.368,0.242,0.062,0.218,0.11
20072958,0.402,0.258,0.024,0.206,0.11
20072955,0.386,0.278,0.05,0.188,0.098
20072952,0.384,0.24,0.058,0.204,0.114
20072943,0.418,0.222,0.02,0.262,0.078
20072941,0.436,0.174,0.004,0.334,0.052
20072937,0.462,0.224,0.016,0.21,0.088
20072936,0.454,0.182,0.01,0.304,0.05
20072927,0.436,0.282,0.022,0.146,0.114
20072926,0.408,0.312,0.036,0.126,0.118
20072919,0.282,0.348,0.068,0.066,0.236
20072914,0.37,0.22,0.066,0.228,0.116
20072912,0.496,0.194,0.02,0.216,0.074
20072911,0.386,0.214,0.032,0.256,0.112
20072901,0.43,0.156,0.012,0.36,0.042
20072890,0.418,0.226,0.018,0.226,0.112
20072887,0.372,0.298,0.068,0.122,0.14
20072881,0.368,0.262,0.038,0.226,0.106
20072877,0.46,0.22,0.02,0.236,0.064
20072874,0.446,0.266,0.028,0.152,0.108
20072870,0.422,0.326,0.028,0.116,0.108
20072867,0.404,0.308,0.026,0.168,0.094
20072860,0.302,0.36,0.04,0.094,0.204
20072857,0.364,0.256,0.064,0.16,0.156
20072855,0.392,0.216,0.02,0.288,0.084
20072849,0.41,0.25,0.02,0.242,0.078
20072847,0.432,0.226,0.028,0.232,0.082
20072844,0.384,0.314,0.07,0.108,0.124
20072834,0.344,0.32,0.048,0.174,0.114
20072833,0.424,0.188,0.018,0.322,0.048
20072818,0.374,0.262,0.054,0.21,0.1
20072811,0.442,0.202,0.012,0.27,0.074
20072802,0.428,0.27,0.032,0.182,0.088
20072797,0.36,0.318,0.06,0.1,0.162
20072793,0.37,0.224,0.098,0.174,0.134
20072792,0.44,0.202,0.012,0.302,0.044
20072791,0.426,0.304,0.028,0.134,0.108
20072790,0.424,0.222,0.016,0.26,0.078
20072788,0.426,0.224,0.022,0.254,0.074
20072786,0.458,0.212,0.012,0.256,0.062
20072774,0.416,0.238,0.018,0.238,0.09
20072771,0.3,0.354,0.07,0.068,0.208
20072770,0.486,0.24,0.016,0.172,0.086
20072767,0.416,0.302,0.036,0.156,0.09
20072762,0.458,0.22,0.02,0.222,0.08
20072755,0.34,0.308,0.112,0.112,0.128
20072751,0.412,0.21,0.016,0.3,0.062
20072750,0.408,0.284,0.044,0.14,0.124
20072748,0.328,0.37,0.054,0.08,0.168
20072744,0.394,0.252,0.042,0.196,0.116
20072743,0.494,0.214,0.01,0.22,0.062
20072740,0.382,0.166,0.01,0.372,0.07
20072736,0.434,0.224,0.018,0.232,0.092
20072729,0.39,0.25,0.028,0.216,0.116
20072725,0.438,0.214,0.024,0.246,0.078
20072719,0.296,0.382,0.06,0.086,0.176
20072716,0.352,0.3,0.038,0.176,0.134
20072712,0.43,0.224,0.018,0.264,0.064
20072710,0.42,0.218,0.018,0.282,0.062
20072697,0.364,0.242,0.096,0.15,0.148
20072696,0.42,0.24,0.04,0.21,0.09
20072687,0.36,0.252,0.042,0.224,0.122
20072686,0.296,0.298,0.072,0.106,0.228
20072684,0.388,0.288,0.038,0.162,0.124
20072680,0.412,0.308,0.042,0.142,0.096
20072674,0.378,0.244,0.04,0.194,0.144
20072670,0.432,0.204,0.01,0.282,0.072
20072669,0.286,0.308,0.112,0.092,0.202
20072668,0.458,0.154,0.014,0.32,0.054
20072664,0.406,0.27,0.044,0.194,0.086
20072662,0.382,0.298,0.048,0.122,0.15
20072661,0.436,0.228,0.028,0.212,0.096
20072647,0.412,0.26,0.054,0.142,0.132
20072637,0.278,0.312,0.132,0.066,0.212
20072619,0.346,0.314,0.048,0.178,0.114
20072615,0.364,0.286,0.032,0.212,0.106
20072600,0.442,0.25,0.016,0.204,0.088
20072597,0.284,0.316,0.084,0.098,0.218
20072590,0.374,0.28,0.056,0.152,0.138
20072586,0.446,0.234,0.038,0.2,0.082
20072576,0.422,0.266,0.04,0.158,0.114
20072575,0.436,0.248,0.03,0.166,0.12
20072573,0.4,0.236,0.034,0.23,0.1
20072556,0.402,0.18,0.014,0.336,0.068
20072554,0.33,0.338,0.07,0.102,0.16
20072552,0.504,0.184,0.018,0.2,0.094
20072548,0.406,0.274,0.04,0.148,0.132
20072547,0.454,0.224,0.02,0.22,0.082
20072546,0.318,0.358,0.082,0.08,0.162
20072541,0.43,0.212,0.018,0.298,0.042
20072523,0.442,0.146,0.008,0.342,0.062
20072522,0.314,0.33,0.066,0.136,0.154
20072521,0.396,0.232,0.024,0.268,0.08
20072520,0.338,0.318,0.076,0.114,0.154
20072518,0.4,0.216,0.03,0.288,0.066
20072517,0.348,0.294,0.072,0.108,0.178
20072508,0.426,0.196,0.024,0.28,0.074
20072500,0.374,0.272,0.052,0.188,0.114
20072499,0.456,0.232,0.014,0.222,0.076
20072493,0.402,0.246,0.014,0.252,0.086
20072490,0.436,0.244,0.038,0.184,0.098
20072484,0.408,0.25,0.044,0.246,0.052
20072482,0.284,0.36,0.08,0.074,0.202
20072481,0.456,0.178,0.018,0.286,0.062
20072478,0.342,0.282,0.096,0.104,0.176
20072471,0.424,0.192,0.028,0.286,0.07
20072469,0.452,0.218,0.022,0.22,0.088
20072468,0.396,0.3,0.038,0.15,0.116
20072466,0.398,0.162,0.01,0.378,0.052
20072465,0.32,0.354,0.064,0.092,0.17
20072460,0.418,0.212,0.028,0.282,0.06
20072456,0.426,0.228,0.028,0.198,0.12
20072452,0.444,0.208,0.02,0.26,0.068
20072450,0.406,0.204,0.03,0.272,0.088
20072447,0.45,0.18,0.026,0.256,0.088
20072441,0.324,0.346,0.082,0.082,0.166
20072429,0.356,0.294,0.056,0.096,0.198
20072427,0.388,0.298,0.032,0.168,0.114
20072426,0.366,0.308,0.032,0.158,0.136
20072425,0.352,0.332,0.054,0.136,0.126
20072416,0.334,0.258,0.104,0.122,0.182
20072406,0.428,0.182,0.024,0.302,0.064
20072398,0.34,0.328,0.06,0.094,0.178
20072396,0.442,0.182,0.024,0.258,0.094
20072374,0.318,0.322,0.05,0.174,0.136
20072370,0.416,0.214,0.038,0.22,0.112
20072369,0.378,0.262,0.012,0.256,0.092
20072365,0.452,0.25,0.016,0.202,0.08
20072354,0.468,0.174,0.014,0.258,0.086
20072338,0.346,0.274,0.058,0.168,0.154
20072337,0.396,0.276,0.022,0.158,0.148
20072336,0.332,0.31,0.08,0.098,0.18
20072320,0.402,0.29,0.022,0.196,0.09
20072318,0.36,0.32,0.076,0.112,0.132
20072315,0.388,0.292,0.062,0.134,0.124
20072300,0.444,0.206,0.018,0.226,0.106
20072298,0.392,0.206,0.044,0.262,0.096
20072289,0.434,0.216,0.012,0.24,0.098
20072285,0.388,0.278,0.056,0.098,0.18
20072282,0.336,0.334,0.07,0.114,0.146
20072277,0.454,0.128,0.014,0.358,0.046
20072275,0.448,0.226,0.028,0.198,0.1
20072273,0.416,0.232,0.034,0.236,0.082
20072272,0.456,0.208,0.012,0.22,0.104
20072268,0.478,0.256,0.03,0.162,0.074
20072264,0.426,0.198,0.018,0.282,0.076
20072262,0.36,0.266,0.024,0.264,0.086
20072257,0.328,0.29,0.086,0.114,0.182
20072252,0.48,0.27,0.022,0.156,0.072
20072251,0.442,0.202,0.038,0.228,0.09
20072238,0.374,0.332,0.036,0.124,0.134
20072232,0.332,0.29,0.068,0.164,0.146
20072220,0.3,0.346,0.082,0.086,0.186
20072213,0.47,0.164,0.01,0.28,0.076
20072204,0.406,0.232,0.014,0.244,0.104
20072203,0.48,0.202,0.018,0.244,0.056
20072192,0.462,0.232,0.016,0.232,0.058
20072182,0.334,0.32,0.09,0.082,0.174
20072179,0.33,0.352,0.078,0.094,0.146
20072177,0.408,0.194,0.008,0.308,0.082
20072175,0.338,0.346,0.064,0.07,0.182
20072174,0.43,0.182,0.018,0.326,0.044
20072173,0.452,0.242,0.022,0.188,0.096
20072154,0.318,0.294,0.08,0.118,0.19
20072151,0.338,0.344,0.048,0.104,0.166
20072134,0.444,0.156,0.006,0.348,0.046
20072133,0.352,0.352,0.046,0.09,0.16
20072131,0.39,0.274,0.042,0.186,0.108
20072130,0.406,0.302,0.046,0.124,0.122
20072129,0.444,0.198,0.016,0.278,0.064
20072125,0.298,0.392,0.068,0.102,0.14
20072121,0.474,0.192,0.036,0.21,0.088
20072118,0.37,0.3,0.052,0.116,0.162
20072116,0.418,0.276,0.028,0.172,0.106
20072115,0.374,0.23,0.048,0.28,0.068
20072113,0.41,0.242,0.04,0.226,0.082
20072110,0.342,0.34,0.05,0.102,0.166
20072104,0.272,0.4,0.07,0.066,0.192
20072099,0.362,0.274,0.046,0.18,0.138
20072098,0.35,0.324,0.074,0.114,0.138
20072083,0.442,0.182,0.026,0.27,0.08
20072082,0.326,0.368,0.062,0.098,0.146
20072078,0.422,0.252,0.03,0.192,0.104
20072072,0.33,0.314,0.078,0.084,0.194
20072070,0.416,0.242,0.012,0.234,0.096
20072069,0.462,0.252,0.028,0.192,0.066
20072064,0.414,0.138,0.022,0.346,0.08
20072063,0.388,0.252,0.026,0.248,0.086
20072062,0.374,0.28,0.04,0.172,0.134
20072060,0.368,0.266,0.034,0.204,0.128
20072058,0.4,0.272,0.03,0.184,0.114
20072052,0.404,0.332,0.044,0.108,0.112
20072032,0.382,0.274,0.048,0.174,0.122
20072030,0.462,0.206,0.014,0.262,0.056
20072024,0.48,0.176,0.014,0.262,0.068
20072019,0.426,0.232,0.03,0.206,0.106
20072013,0.37,0.246,0.056,0.184,0.144
20072009,0.402,0.264,0.034,0.206,0.094
20072004,0.38,0.256,0.058,0.162,0.144
20071999,0.356,0.316,0.062,0.158,0.108
20071996,0.428,0.25,0.038,0.18,0.104
20071991,0.412,0.182,0.014,0.328,0.064
20071980,0.366,0.322,0.052,0.16,0.1
20071973,0.388,0.306,0.034,0.174,0.098
20071966,0.368,0.332,0.062,0.072,0.166
20071952,0.264,0.342,0.116,0.092,0.186
20071951,0.458,0.248,0.018,0.192,0.084
20071949,0.354,0.142,0.018,0.428,0.058
20071947,0.41,0.262,0.04,0.192,0.096
20071946,0.446,0.206,0.014,0.254,0.08
20071937,0.426,0.228,0.012,0.254,0.08
20071934,0.4,0.282,0.028,0.194,0.096
20071924,0.462,0.222,0.012,0.246,0.058
20071917,0.402,0.234,0.05,0.206,0.108
20071916,0.428,0.2,0.006,0.31,0.056
20071904,0.472,0.19,0.012,0.274,0.052
20071889,0.27,0.352,0.1,0.078,0.2
20071880,0.366,0.36,0.048,0.11,0.116
20071874,0.318,0.33,0.092,0.074,0.186
20071870,0.308,0.332,0.086,0.098,0.176
20071858,0.43,0.246,0.052,0.168,0.104
20071855,0.456,0.156,0.008,0.336,0.044
20071845,0.424,0.172,0.028,0.32,0.056
20071843,0.296,0.376,0.062,0.068,0.198
20071842,0.44,0.246,0.022,0.18,0.112
20071826,0.416,0.182,0.016,0.298,0.088
20071824,0.418,0.146,0.012,0.352,0.072
20071822,0.45,0.24,0.014,0.224,0.072
20071820,0.322,0.298,0.088,0.096,0.196
20071819,0.434,0.114,0.006,0.404,0.042
20071805,0.324,0.306,0.066,0.158,0.146
20071800,0.398,0.276,0.018,0.236,0.072
20071799,0.41,0.242,0.02,0.246,0.082
20071788,0.452,0.25,0.022,0.216,0.06
20071786,0.33,0.302,0.078,0.086,0.204
20071777,0.45,0.144,0.008,0.35,0.048
20071769,0.38,0.304,0.034,0.172,0.11
20071767,0.394,0.304,0.036,0.106,0.16
20071762,0.464,0.194,0.022,0.264,0.056
20071760,0.3,0.356,0.08,0.082,0.182
20071758,0.434,0.174,0.014,0.324,0.054
20071749,0.368,0.294,0.036,0.196,0.106
20071745,0.384,0.194,0.036,0.292,0.094
20071742,0.356,0.292,0.086,0.098,0.168
20071728,0.402,0.264,0.036,0.204,0.094
20071722,0.49,0.212,0.016,0.208,0.074
20071715,0.41,0.274,0.008,0.232,0.076
20071705,0.346,0.248,0.032,0.27,0.104
20071700,0.42,0.258,0.038,0.176,0.108
20071698,0.298,0.348,0.076,0.136,0.142
20071692,0.436,0.256,0.024,0.188,0.096
20071680,0.398,0.194,0.016,0.31,0.082
20071678,0.316,0.268,0.092,0.184,0.14
20071677,0.334,0.302,0.086,0.11,0.168
20071671,0.316,0.364,0.048,0.144,0.128
20071644,0.422,0.27,0.034,0.17,0.104
20071640,0.374,0.302,0.054,0.164,0.106
20071639,0.436,0.2,0.022,0.232,0.11
20071635,0.356,0.28,0.062,0.168,0.134
20071629,0.392,0.106,0.008,0.438,0.056
20071615,0.458,0.17,0.01,0.322,0.04
20071604,0.34,0.314,0.052,0.178,0.116
20071598,0.332,0.35,0.046,0.142,0.13
20071594,0.432,0.19,0.016,0.306,0.056
20071589,0.434,0.288,0.02,0.154,0.104
20071572,0.312,0.286,0.084,0.116,0.202
20071569,0.34,0.334,0.06,0.116,0.15
20071567,0.424,0.234,0.032,0.254,0.056
20071566,0.428,0.3,0.044,0.122,0.106
20071563,0.352,0.292,0.06,0.2,0.096
20071561,0.462,0.184,0.01,0.296,0.048
20071558,0.366,0.284,0.056,0.154,0.14
20071557,0.428,0.248,0.026,0.204,0.094
20071545,0.452,0.182,0.028,0.28,0.058
20071542,0.29,0.366,0.08,0.066,0.198
20071538,0.378,0.236,0.04,0.218,0.128
20071536,0.46,0.22,0.022,0.216,0.082
20071531,0.438,0.272,0.026,0.154,0.11
20071528,0.408,0.296,0.042,0.126,0.128
20071526,0.442,0.234,0.02,0.206,0.098
20071522,0.33,0.326,0.078,0.094,0.172
20071521,0.396,0.256,0.022,0.216,0.11
20071520,0.408,0.282,0.036,0.162,0.112
20071517,0.344,0.242,0.08,0.184,0.15
20071511,0.438,0.174,0.014,0.328,0.046
20071510,0.4,0.24,0.024,0.244,0.092
20071509,0.33,0.336,0.074,0.056,0.204
20071500,0.42,0.306,0.028,0.15,0.096
20071499,0.412,0.266,0.03,0.194,0.098
20071497,0.484,0.204,0.012,0.232,0.068
20071496,0.482,0.226,0.02,0.194,0.078
20071490,0.348,0.332,0.05,0.12,0.15
20071482,0.352,0.368,0.064,0.088,0.128
20071465,0.404,0.304,0.026,0.186,0.08
20071461,0.362,0.386,0.08,0.09,0.082
20071460,0.496,0.228,0.02,0.168,0.088
20071458,0.376,0.134,0,0.452,0.038
20071450,0.436,0.21,0.014,0.264,0.076
20071447,0.34,0.24,0.01,0.306,0.104
20071446,0.41,0.234,0.034,0.236,0.086
20071444,0.414,0.218,0.03,0.206,0.132
20071442,0.352,0.144,0.008,0.42,0.076
20071430,0.308,0.282,0.078,0.182,0.15
20071423,0.328,0.338,0.058,0.108,0.168
20071422,0.46,0.254,0.026,0.168,0.092
20071420,0.448,0.236,0.026,0.22,0.07
20071417,0.368,0.312,0.048,0.134,0.138
20071410,0.412,0.332,0.032,0.12,0.104
20071409,0.472,0.212,0.014,0.244,0.058
20071403,0.368,0.212,0.016,0.324,0.08
20071390,0.44,0.228,0.01,0.232,0.09
20071388,0.334,0.314,0.056,0.134,0.162
20071384,0.378,0.266,0.034,0.216,0.106
20071369,0.438,0.21,0.002,0.298,0.052
20071367,0.404,0.23,0.034,0.258,0.074
20071359,0.422,0.198,0.012,0.306,0.062
20071357,0.404,0.276,0.044,0.164,0.112
20071352,0.408,0.27,0.052,0.13,0.14
20071345,0.396,0.316,0.048,0.102,0.138
20071343,0.392,0.2,0.018,0.336,0.054
20071337,0.386,0.282,0.038,0.112,0.182
20071330,0.48,0.182,0.006,0.288,0.044
20071321,0.434,0.224,0.016,0.276,0.05
20071304,0.382,0.348,0.034,0.116,0.12
20071301,0.348,0.334,0.05,0.096,0.172
20071300,0.346,0.312,0.084,0.078,0.18
20071293,0.41,0.254,0.064,0.136,0.136
20071285,0.408,0.214,0.028,0.256,0.094
20071284,0.334,0.312,0.078,0.138,0.138
20071283,0.34,0.308,0.054,0.144,0.154
20071282,0.364,0.336,0.056,0.084,0.16
20071279,0.418,0.252,0.018,0.216,0.096
20071275,0.354,0.318,0.06,0.146,0.122
20071262,0.44,0.186,0.014,0.302,0.058
20071261,0.338,0.35,0.04,0.098,0.174
20071257,0.408,0.244,0.026,0.226,0.096
20071249,0.444,0.23,0.026,0.192,0.108
20071234,0.374,0.284,0.05,0.14,0.152
20071227,0.436,0.25,0.046,0.144,0.124
20071216,0.362,0.316,0.072,0.112,0.138
20071213,0.466,0.216,0.014,0.226,0.078
20071212,0.434,0.246,0.026,0.226,0.068
20071209,0.398,0.22,0.032,0.27,0.08
20071192,0.446,0.194,0.008,0.296,0.056
20071191,0.384,0.24,0.052,0.212,0.112
20071188,0.44,0.218,0.016,0.248,0.078
20071185,0.428,0.248,0.022,0.214,0.088
20071184,0.376,0.326,0.056,0.122,0.12
20071179,0.28,0.324,0.092,0.12,0.184
20071177,0.41,0.18,0.008,0.314,0.088
20071171,0.388,0.276,0.024,0.236,0.076
20071168,0.334,0.32,0.046,0.174,0.126
20071164,0.292,0.284,0.092,0.094,0.238
20071140,0.318,0.336,0.066,0.144,0.136
20071139,0.386,0.268,0.06,0.18,0.106
20071137,0.402,0.256,0.018,0.242,0.082
20071131,0.284,0.374,0.08,0.092,0.17
20071121,0.392,0.16,0.018,0.372,0.058
20071114,0.354,0.298,0.04,0.178,0.13
20071104,0.398,0.288,0.024,0.194,0.096
20071096,0.426,0.212,0.056,0.23,0.076
20071090,0.372,0.142,0.012,0.414,0.06
20071088,0.338,0.244,0.074,0.222,0.122
20071084,0.432,0.222,0.028,0.212,0.106
20071077,0.316,0.344,0.06,0.118,0.162
20071073,0.41,0.236,0.034,0.23,0.09
20071059,0.502,0.17,0.008,0.264,0.056
20071052,0.47,0.178,0.022,0.264,0.066
20071047,0.444,0.26,0.034,0.16,0.102
20071038,0.368,0.24,0.062,0.206,0.124
20071033,0.436,0.114,0.004,0.41,0.036
20071031,0.382,0.216,0.02,0.316,0.066
20071010,0.48,0.264,0,0.174,0.082
20071001,0.342,0.316,0.058,0.128,0.156
2007997,0.422,0.21,0.02,0.286,0.062
2007988,0.414,0.252,0.024,0.204,0.106
2007987,0.352,0.282,0.044,0.174,0.148
2007986,0.418,0.25,0.026,0.182,0.124
2007983,0.466,0.256,0.012,0.19,0.076
2007982,0.33,0.336,0.092,0.086,0.156
2007979,0.43,0.216,0.028,0.244,0.082
2007973,0.366,0.308,0.036,0.158,0.132
2007969,0.416,0.276,0.04,0.172,0.096
2007967,0.364,0.344,0.052,0.104,0.136
2007961,0.404,0.274,0.03,0.19,0.102
2007957,0.386,0.322,0.052,0.106,0.134
2007956,0.394,0.252,0.018,0.226,0.11
2007940,0.484,0.23,0.02,0.162,0.104
2007916,0.378,0.304,0.032,0.156,0.13
2007911,0.436,0.22,0.038,0.186,0.12
2007908,0.358,0.26,0.05,0.188,0.144
2007906,0.418,0.228,0.018,0.276,0.06
2007904,0.386,0.212,0.044,0.242,0.116
2007903,0.382,0.176,0.006,0.368,0.068
2007901,0.326,0.32,0.066,0.112,0.176
2007899,0.404,0.21,0.028,0.288,0.07
2007895,0.416,0.294,0.036,0.152,0.102
2007894,0.408,0.288,0.03,0.162,0.112
2007893,0.378,0.234,0.044,0.216,0.128
2007889,0.498,0.198,0.008,0.212,0.084
2007888,0.41,0.246,0.028,0.228,0.088
2007887,0.384,0.168,0.012,0.38,0.056
2007878,0.34,0.34,0.05,0.146,0.124
2007872,0.362,0.166,0.01,0.404,0.058
2007868,0.41,0.288,0.026,0.18,0.096
2007859,0.436,0.266,0.036,0.182,0.08
2007857,0.414,0.184,0.016,0.31,0.076
2007839,0.436,0.198,0.012,0.282,0.072
2007835,0.396,0.216,0.022,0.3,0.066
2007834,0.406,0.3,0.032,0.162,0.1
2007831,0.418,0.23,0.028,0.244,0.08
2007824,0.432,0.248,0.03,0.188,0.102
2007822,0.452,0.218,0.034,0.18,0.116
2007820,0.474,0.202,0.012,0.258,0.054
2007818,0.334,0.364,0.068,0.08,0.154
2007816,0.494,0.186,0.014,0.258,0.048
2007814,0.392,0.3,0.056,0.124,0.128
2007809,0.366,0.262,0.03,0.224,0.118
2007802,0.47,0.18,0.01,0.276,0.064
2007801,0.348,0.294,0.07,0.128,0.16
2007798,0.42,0.174,0.032,0.286,0.088
2007797,0.34,0.372,0.062,0.106,0.12
2007790,0.41,0.212,0.026,0.218,0.134
2007763,0.354,0.298,0.08,0.124,0.144
2007759,0.366,0.224,0.114,0.122,0.174
2007745,0.43,0.244,0.018,0.236,0.072
2007740,0.394,0.2,0.006,0.356,0.044
2007730,0.464,0.2,0.01,0.282,0.044
2007729,0.426,0.198,0.006,0.292,0.078
2007723,0.418,0.2,0.024,0.248,0.11
2007722,0.326,0.256,0.092,0.168,0.158
2007716,0.32,0.306,0.088,0.116,0.17
2007710,0.412,0.298,0.018,0.168,0.104
2007705,0.448,0.18,0.02,0.276,0.076
